"epoch","value","metric","data"
38,4.78282968785493e-09,"mean_squared_error","training"
39,4.56152049466141e-09,"mean_squared_error","training"
40,4.45262937631696e-09,"mean_squared_error","training"
41,4.49347092867924e-09,"mean_squared_error","training"
42,4.40986758221129e-09,"mean_squared_error","training"
43,4.5039465490504e-09,"mean_squared_error","training"
44,4.4888479600047e-09,"mean_squared_error","training"
45,4.13080103456309e-09,"mean_squared_error","training"
46,4.09679623558645e-09,"mean_squared_error","training"
47,4.11380796094818e-09,"mean_squared_error","training"
48,4.09555145353124e-09,"mean_squared_error","training"
49,4.11258893606714e-09,"mean_squared_error","training"
50,4.10235978520745e-09,"mean_squared_error","training"
51,4.07618294673284e-09,"mean_squared_error","training"
52,4.1076861911904e-09,"mean_squared_error","training"
53,NA,"mean_squared_error","training"
54,NA,"mean_squared_error","training"
55,NA,"mean_squared_error","training"
56,NA,"mean_squared_error","training"
57,NA,"mean_squared_error","training"
58,NA,"mean_squared_error","training"
59,NA,"mean_squared_error","training"
60,NA,"mean_squared_error","training"
61,NA,"mean_squared_error","training"
62,NA,"mean_squared_error","training"
63,NA,"mean_squared_error","training"
64,NA,"mean_squared_error","training"
65,NA,"mean_squared_error","training"
66,NA,"mean_squared_error","training"
67,NA,"mean_squared_error","training"
68,NA,"mean_squared_error","training"
69,NA,"mean_squared_error","training"
70,NA,"mean_squared_error","training"
71,NA,"mean_squared_error","training"
72,NA,"mean_squared_error","training"
73,NA,"mean_squared_error","training"
74,NA,"mean_squared_error","training"
75,NA,"mean_squared_error","training"
76,NA,"mean_squared_error","training"
77,NA,"mean_squared_error","training"
78,NA,"mean_squared_error","training"
79,NA,"mean_squared_error","training"
80,NA,"mean_squared_error","training"
81,NA,"mean_squared_error","training"
82,NA,"mean_squared_error","training"
83,NA,"mean_squared_error","training"
84,NA,"mean_squared_error","training"
85,NA,"mean_squared_error","training"
86,NA,"mean_squared_error","training"
87,NA,"mean_squared_error","training"
88,NA,"mean_squared_error","training"
89,NA,"mean_squared_error","training"
90,NA,"mean_squared_error","training"
91,NA,"mean_squared_error","training"
92,NA,"mean_squared_error","training"
93,NA,"mean_squared_error","training"
94,NA,"mean_squared_error","training"
95,NA,"mean_squared_error","training"
96,NA,"mean_squared_error","training"
97,NA,"mean_squared_error","training"
98,NA,"mean_squared_error","training"
99,NA,"mean_squared_error","training"
100,NA,"mean_squared_error","training"
1,0.000333070027409121,"loss","validation"
2,0.000371181027730927,"loss","validation"
3,0.000718944414984435,"loss","validation"
4,6.57556302030571e-05,"loss","validation"
5,0.00014656173880212,"loss","validation"
6,3.54170952050481e-05,"loss","validation"
7,0.000105130078736693,"loss","validation"
8,4.98008266731631e-05,"loss","validation"
9,1.25897004181752e-05,"loss","validation"
10,1.99692294700071e-05,"loss","validation"
11,4.52999083790928e-05,"loss","validation"
12,4.1663238334877e-06,"loss","validation"
13,7.15277128620073e-05,"loss","validation"
14,1.28771062009037e-05,"loss","validation"
15,9.42949736781884e-06,"loss","validation"
16,5.11526968693943e-06,"loss","validation"
17,5.1735569286393e-06,"loss","validation"
18,3.94944754589233e-06,"loss","validation"
19,6.06827325100312e-06,"loss","validation"
20,9.84650341706583e-06,"loss","validation"
21,4.3139111767232e-06,"loss","validation"
22,1.64017615134071e-06,"loss","validation"
23,4.56849329566467e-06,"loss","validation"
24,1.07105342976865e-05,"loss","validation"
25,3.4215668165416e-06,"loss","validation"
26,3.19885862154479e-06,"loss","validation"
27,3.34425612891209e-06,"loss","validation"
28,2.98559757538897e-06,"loss","validation"
29,2.80459971691016e-06,"loss","validation"
30,2.93978860099742e-06,"loss","validation"
31,2.44926377490629e-06,"loss","validation"
32,2.88711385110219e-06,"loss","validation"
33,3.12351880893402e-06,"loss","validation"
34,2.87308239421691e-06,"loss","validation"
35,2.6595610052027e-06,"loss","validation"
36,2.65414746536408e-06,"loss","validation"
37,2.82310224974935e-06,"loss","validation"
38,2.65321159531595e-06,"loss","validation"
39,2.61459967987321e-06,"loss","validation"
40,2.5440574518143e-06,"loss","validation"
41,2.56643193097261e-06,"loss","validation"
42,2.47942557507486e-06,"loss","validation"
43,2.55049030783994e-06,"loss","validation"
44,2.53138500738714e-06,"loss","validation"
45,2.62798494077288e-06,"loss","validation"
46,2.62960520558408e-06,"loss","validation"
47,2.60889805758779e-06,"loss","validation"
48,2.52676636591787e-06,"loss","validation"
49,2.60597789747408e-06,"loss","validation"
50,2.66781989921583e-06,"loss","validation"
51,2.67341806647892e-06,"loss","validation"
52,2.64464142674115e-06,"loss","validation"
53,NA,"loss","validation"
54,NA,"loss","validation"
55,NA,"loss","validation"
56,NA,"loss","validation"
57,NA,"loss","validation"
58,NA,"loss","validation"
59,NA,"loss","validation"
60,NA,"loss","validation"
61,NA,"loss","validation"
62,NA,"loss","validation"
63,NA,"loss","validation"
64,NA,"loss","validation"
65,NA,"loss","validation"
66,NA,"loss","validation"
67,NA,"loss","validation"
68,NA,"loss","validation"
69,NA,"loss","validation"
70,NA,"loss","validation"
71,NA,"loss","validation"
72,NA,"loss","validation"
73,NA,"loss","validation"
74,NA,"loss","validation"
75,NA,"loss","validation"
76,NA,"loss","validation"
77,NA,"loss","validation"
78,NA,"loss","validation"
79,NA,"loss","validation"
80,NA,"loss","validation"
81,NA,"loss","validation"
82,NA,"loss","validation"
83,NA,"loss","validation"
84,NA,"loss","validation"
85,NA,"loss","validation"
86,NA,"loss","validation"
87,NA,"loss","validation"
88,NA,"loss","validation"
89,NA,"loss","validation"
90,NA,"loss","validation"
91,NA,"loss","validation"
92,NA,"loss","validation"
93,NA,"loss","validation"
94,NA,"loss","validation"
95,NA,"loss","validation"
96,NA,"loss","validation"
97,NA,"loss","validation"
98,NA,"loss","validation"
99,NA,"loss","validation"
100,NA,"loss","validation"
1,0.000333070027409121,"mean_squared_error","validation"
2,0.000371181027730927,"mean_squared_error","validation"
3,0.000718944414984435,"mean_squared_error","validation"
4,6.57556302030571e-05,"mean_squared_error","validation"
5,0.00014656173880212,"mean_squared_error","validation"
6,3.54170952050481e-05,"mean_squared_error","validation"
7,0.000105130078736693,"mean_squared_error","validation"
8,4.98008266731631e-05,"mean_squared_error","validation"
9,1.25897004181752e-05,"mean_squared_error","validation"
10,1.99692294700071e-05,"mean_squared_error","validation"
11,4.52999083790928e-05,"mean_squared_error","validation"
12,4.1663238334877e-06,"mean_squared_error","validation"
13,7.15277128620073e-05,"mean_squared_error","validation"
14,1.28771062009037e-05,"mean_squared_error","validation"
15,9.42949736781884e-06,"mean_squared_error","validation"
16,5.11526968693943e-06,"mean_squared_error","validation"
17,5.1735569286393e-06,"mean_squared_error","validation"
18,3.94944754589233e-06,"mean_squared_error","validation"
19,6.06827325100312e-06,"mean_squared_error","validation"
20,9.84650341706583e-06,"mean_squared_error","validation"
21,4.3139111767232e-06,"mean_squared_error","validation"
22,1.64017615134071e-06,"mean_squared_error","validation"
23,4.56849329566467e-06,"mean_squared_error","validation"
24,1.07105342976865e-05,"mean_squared_error","validation"
25,3.4215668165416e-06,"mean_squared_error","validation"
26,3.19885862154479e-06,"mean_squared_error","validation"
27,3.34425612891209e-06,"mean_squared_error","validation"
28,2.98559757538897e-06,"mean_squared_error","validation"
29,2.80459971691016e-06,"mean_squared_error","validation"
30,2.93978860099742e-06,"mean_squared_error","validation"
31,2.44926377490629e-06,"mean_squared_error","validation"
32,2.88711385110219e-06,"mean_squared_error","validation"
33,3.12351880893402e-06,"mean_squared_error","validation"
34,2.87308239421691e-06,"mean_squared_error","validation"
35,2.6595610052027e-06,"mean_squared_error","validation"
36,2.65414746536408e-06,"mean_squared_error","validation"
37,2.82310224974935e-06,"mean_squared_error","validation"
38,2.65321159531595e-06,"mean_squared_error","validation"
39,2.61459967987321e-06,"mean_squared_error","validation"
40,2.5440574518143e-06,"mean_squared_error","validation"
41,2.56643193097261e-06,"mean_squared_error","validation"
42,2.47942557507486e-06,"mean_squared_error","validation"
43,2.55049030783994e-06,"mean_squared_error","validation"
44,2.53138500738714e-06,"mean_squared_error","validation"
45,2.62798494077288e-06,"mean_squared_error","validation"
46,2.62960520558408e-06,"mean_squared_error","validation"
47,2.60889805758779e-06,"mean_squared_error","validation"
48,2.52676636591787e-06,"mean_squared_error","validation"
49,2.60597789747408e-06,"mean_squared_error","validation"
50,2.66781989921583e-06,"mean_squared_error","validation"
51,2.67341806647892e-06,"mean_squared_error","validation"
52,2.64464142674115e-06,"mean_squared_error","validation"
53,NA,"mean_squared_error","validation"
54,NA,"mean_squared_error","validation"
55,NA,"mean_squared_error","validation"
56,NA,"mean_squared_error","validation"
57,NA,"mean_squared_error","validation"
58,NA,"mean_squared_error","validation"
59,NA,"mean_squared_error","validation"
60,NA,"mean_squared_error","validation"
61,NA,"mean_squared_error","validation"
62,NA,"mean_squared_error","validation"
63,NA,"mean_squared_error","validation"
64,NA,"mean_squared_error","validation"
65,NA,"mean_squared_error","validation"
66,NA,"mean_squared_error","validation"
67,NA,"mean_squared_error","validation"
68,NA,"mean_squared_error","validation"
69,NA,"mean_squared_error","validation"
70,NA,"mean_squared_error","validation"
71,NA,"mean_squared_error","validation"
72,NA,"mean_squared_error","validation"
73,NA,"mean_squared_error","validation"
74,NA,"mean_squared_error","validation"
75,NA,"mean_squared_error","validation"
76,NA,"mean_squared_error","validation"
77,NA,"mean_squared_error","validation"
78,NA,"mean_squared_error","validation"
79,NA,"mean_squared_error","validation"
80,NA,"mean_squared_error","validation"
81,NA,"mean_squared_error","validation"
82,NA,"mean_squared_error","validation"
83,NA,"mean_squared_error","validation"
84,NA,"mean_squared_error","validation"
85,NA,"mean_squared_error","validation"
86,NA,"mean_squared_error","validation"
87,NA,"mean_squared_error","validation"
88,NA,"mean_squared_error","validation"
89,NA,"mean_squared_error","validation"
90,NA,"mean_squared_error","validation"
91,NA,"mean_squared_error","validation"
92,NA,"mean_squared_error","validation"
93,NA,"mean_squared_error","validation"
94,NA,"mean_squared_error","validation"
95,NA,"mean_squared_error","validation"
96,NA,"mean_squared_error","validation"
97,NA,"mean_squared_error","validation"
98,NA,"mean_squared_error","validation"
99,NA,"mean_squared_error","validation"
100,NA,"mean_squared_error","validation"
1,0.00100000004749745,"lr","training"
2,0.00100000004749745,"lr","training"
3,0.00100000004749745,"lr","training"
4,0.00100000004749745,"lr","training"
5,0.00100000004749745,"lr","training"
6,0.00100000004749745,"lr","training"
7,0.00100000004749745,"lr","training"
8,0.00100000004749745,"lr","training"
9,0.00100000004749745,"lr","training"
10,0.00100000004749745,"lr","training"
11,0.00100000004749745,"lr","training"
12,0.00100000004749745,"lr","training"
13,0.00100000004749745,"lr","training"
14,0.00100000004749745,"lr","training"
15,0.000100000004749745,"lr","training"
16,0.000100000004749745,"lr","training"
17,0.000100000004749745,"lr","training"
18,0.000100000004749745,"lr","training"
19,0.000100000004749745,"lr","training"
20,0.000100000004749745,"lr","training"
21,0.000100000004749745,"lr","training"
22,0.000100000004749745,"lr","training"
23,0.000100000004749745,"lr","training"
24,0.000100000004749745,"lr","training"
25,1.00000006568735e-05,"lr","training"
