"epoch","value","metric","data"
63,0.000385684310458601,"mean_squared_error","training"
64,0.000385683961212635,"mean_squared_error","training"
65,0.000385684164939448,"mean_squared_error","training"
66,0.000385684164939448,"mean_squared_error","training"
67,0.000385683728381991,"mean_squared_error","training"
68,0.000385683757485822,"mean_squared_error","training"
69,0.000385684019420296,"mean_squared_error","training"
70,0.0003856836410705,"mean_squared_error","training"
71,0.000385683873901144,"mean_squared_error","training"
72,0.000385683495551348,"mean_squared_error","training"
73,0.00038568367017433,"mean_squared_error","training"
74,0.000385683961212635,"mean_squared_error","training"
75,0.000385683728381991,"mean_squared_error","training"
76,0.000385683990316465,"mean_squared_error","training"
77,0.000385684077627957,"mean_squared_error","training"
78,0.000385683466447517,"mean_squared_error","training"
79,0.000385683873901144,"mean_squared_error","training"
80,0.000385684019420296,"mean_squared_error","training"
81,0.000385683844797313,"mean_squared_error","training"
82,0.000385683844797313,"mean_squared_error","training"
83,0.000385683844797313,"mean_squared_error","training"
84,0.000385683844797313,"mean_squared_error","training"
85,0.000385683844797313,"mean_squared_error","training"
86,0.000385683873901144,"mean_squared_error","training"
87,0.000385683844797313,"mean_squared_error","training"
88,0.000385683728381991,"mean_squared_error","training"
89,0.000385684194043279,"mean_squared_error","training"
90,0.000385683844797313,"mean_squared_error","training"
91,0.000385683815693483,"mean_squared_error","training"
92,NA,"mean_squared_error","training"
93,NA,"mean_squared_error","training"
94,NA,"mean_squared_error","training"
95,NA,"mean_squared_error","training"
96,NA,"mean_squared_error","training"
97,NA,"mean_squared_error","training"
98,NA,"mean_squared_error","training"
99,NA,"mean_squared_error","training"
100,NA,"mean_squared_error","training"
1,0.00155920290853828,"loss","validation"
2,0.000573712983168662,"loss","validation"
3,0.000516697182320058,"loss","validation"
4,0.000530959805473685,"loss","validation"
5,0.000497977249324322,"loss","validation"
6,0.000470598839456216,"loss","validation"
7,0.000444295525085181,"loss","validation"
8,0.000430888321716338,"loss","validation"
9,0.000484612246509641,"loss","validation"
10,0.000426253449404612,"loss","validation"
11,0.000437936076195911,"loss","validation"
12,0.000440465344581753,"loss","validation"
13,0.000416552618844435,"loss","validation"
14,0.000481503258924931,"loss","validation"
15,0.000445587385911494,"loss","validation"
16,0.000443338940385729,"loss","validation"
17,0.000414519803598523,"loss","validation"
18,0.000413622474297881,"loss","validation"
19,0.000412685592891648,"loss","validation"
20,0.000412472931202501,"loss","validation"
21,0.000421459699282423,"loss","validation"
22,0.000411785003961995,"loss","validation"
23,0.000411689950851724,"loss","validation"
24,0.000416719442000613,"loss","validation"
25,0.000417266826843843,"loss","validation"
26,0.000411223125411198,"loss","validation"
27,0.000410818698583171,"loss","validation"
28,0.000410911976359785,"loss","validation"
29,0.000410998385632411,"loss","validation"
30,0.00041078423964791,"loss","validation"
31,0.000410718173952773,"loss","validation"
32,0.000410701060900465,"loss","validation"
33,0.000410711800213903,"loss","validation"
34,0.000410643813665956,"loss","validation"
35,0.000410653388826177,"loss","validation"
36,0.000410864362493157,"loss","validation"
37,0.000410627399105579,"loss","validation"
38,0.000410602136980742,"loss","validation"
39,0.000410617067245767,"loss","validation"
40,0.000410597189329565,"loss","validation"
41,0.000410591397667304,"loss","validation"
42,0.000410591019317508,"loss","validation"
43,0.000410586391808465,"loss","validation"
44,0.000410588138038293,"loss","validation"
45,0.000410582986660302,"loss","validation"
46,0.000410590000683442,"loss","validation"
47,0.000410583859775215,"loss","validation"
48,0.000410581327741966,"loss","validation"
49,0.000410580367315561,"loss","validation"
50,0.000410579843446612,"loss","validation"
51,0.000410579465096816,"loss","validation"
52,0.000410579435992986,"loss","validation"
53,0.00041057905764319,"loss","validation"
54,0.000410578883020207,"loss","validation"
55,0.000410578591981903,"loss","validation"
56,0.000410578330047429,"loss","validation"
57,0.000410578330047429,"loss","validation"
58,0.000410578330047429,"loss","validation"
59,0.000410578504670411,"loss","validation"
60,0.000410578359151259,"loss","validation"
61,0.000410578184528276,"loss","validation"
62,0.00041057844646275,"loss","validation"
63,0.00041057841735892,"loss","validation"
64,0.000410578504670411,"loss","validation"
65,0.000410578359151259,"loss","validation"
66,0.000410578330047429,"loss","validation"
67,0.000410578330047429,"loss","validation"
68,0.000410578300943598,"loss","validation"
69,0.000410578271839768,"loss","validation"
70,0.00041057841735892,"loss","validation"
71,0.00041057838825509,"loss","validation"
72,0.000410578359151259,"loss","validation"
73,0.000410578300943598,"loss","validation"
74,0.000410578300943598,"loss","validation"
75,0.00041057844646275,"loss","validation"
76,0.00041057838825509,"loss","validation"
77,0.00041057841735892,"loss","validation"
78,0.00041057838825509,"loss","validation"
79,0.000410578359151259,"loss","validation"
80,0.00041057838825509,"loss","validation"
81,0.00041057844646275,"loss","validation"
82,0.000410578504670411,"loss","validation"
83,0.00041057844646275,"loss","validation"
84,0.000410578475566581,"loss","validation"
85,0.00041057844646275,"loss","validation"
86,0.000410578475566581,"loss","validation"
87,0.000410578475566581,"loss","validation"
88,0.000410578475566581,"loss","validation"
89,0.000410578475566581,"loss","validation"
90,0.000410578475566581,"loss","validation"
91,0.000410578475566581,"loss","validation"
92,NA,"loss","validation"
93,NA,"loss","validation"
94,NA,"loss","validation"
95,NA,"loss","validation"
96,NA,"loss","validation"
97,NA,"loss","validation"
98,NA,"loss","validation"
99,NA,"loss","validation"
100,NA,"loss","validation"
1,0.00155920290853828,"mean_squared_error","validation"
2,0.000573713041376323,"mean_squared_error","validation"
3,0.000516697182320058,"mean_squared_error","validation"
4,0.000530959805473685,"mean_squared_error","validation"
5,0.000497977249324322,"mean_squared_error","validation"
6,0.000470598839456216,"mean_squared_error","validation"
7,0.000444295525085181,"mean_squared_error","validation"
8,0.000430888321716338,"mean_squared_error","validation"
9,0.000484612246509641,"mean_squared_error","validation"
10,0.000426253449404612,"mean_squared_error","validation"
11,0.000437936076195911,"mean_squared_error","validation"
12,0.000440465344581753,"mean_squared_error","validation"
13,0.000416552618844435,"mean_squared_error","validation"
14,0.000481503258924931,"mean_squared_error","validation"
15,0.000445587385911494,"mean_squared_error","validation"
16,0.000443338940385729,"mean_squared_error","validation"
17,0.000414519803598523,"mean_squared_error","validation"
18,0.000413622474297881,"mean_squared_error","validation"
19,0.000412685592891648,"mean_squared_error","validation"
20,0.000412472931202501,"mean_squared_error","validation"
21,0.000421459699282423,"mean_squared_error","validation"
22,0.000411785003961995,"mean_squared_error","validation"
23,0.000411689950851724,"mean_squared_error","validation"
24,0.000416719442000613,"mean_squared_error","validation"
25,0.000417266826843843,"mean_squared_error","validation"
26,0.000411223125411198,"mean_squared_error","validation"
27,0.00041081866947934,"mean_squared_error","validation"
28,0.000410911976359785,"mean_squared_error","validation"
29,0.000410998385632411,"mean_squared_error","validation"
30,0.00041078423964791,"mean_squared_error","validation"
31,0.000410718173952773,"mean_squared_error","validation"
32,0.000410701031796634,"mean_squared_error","validation"
33,0.000410711800213903,"mean_squared_error","validation"
34,0.000410643813665956,"mean_squared_error","validation"
35,0.000410653388826177,"mean_squared_error","validation"
36,0.000410864362493157,"mean_squared_error","validation"
37,0.000410627399105579,"mean_squared_error","validation"
38,0.000410602136980742,"mean_squared_error","validation"
39,0.000410617067245767,"mean_squared_error","validation"
40,0.000410597189329565,"mean_squared_error","validation"
41,0.000410591397667304,"mean_squared_error","validation"
42,0.000410591019317508,"mean_squared_error","validation"
43,0.000410586391808465,"mean_squared_error","validation"
44,0.000410588138038293,"mean_squared_error","validation"
45,0.000410582986660302,"mean_squared_error","validation"
46,0.000410590000683442,"mean_squared_error","validation"
47,0.000410583859775215,"mean_squared_error","validation"
48,0.000410581327741966,"mean_squared_error","validation"
49,0.000410580367315561,"mean_squared_error","validation"
50,0.000410579843446612,"mean_squared_error","validation"
51,0.000410579465096816,"mean_squared_error","validation"
52,0.000410579435992986,"mean_squared_error","validation"
53,0.00041057905764319,"mean_squared_error","validation"
54,0.000410578853916377,"mean_squared_error","validation"
55,0.000410578591981903,"mean_squared_error","validation"
56,0.000410578330047429,"mean_squared_error","validation"
57,0.000410578330047429,"mean_squared_error","validation"
58,0.000410578330047429,"mean_squared_error","validation"
59,0.000410578504670411,"mean_squared_error","validation"
60,0.000410578359151259,"mean_squared_error","validation"
61,0.000410578184528276,"mean_squared_error","validation"
62,0.00041057844646275,"mean_squared_error","validation"
63,0.00041057841735892,"mean_squared_error","validation"
64,0.000410578504670411,"mean_squared_error","validation"
65,0.000410578359151259,"mean_squared_error","validation"
66,0.000410578330047429,"mean_squared_error","validation"
67,0.000410578330047429,"mean_squared_error","validation"
68,0.000410578300943598,"mean_squared_error","validation"
69,0.000410578271839768,"mean_squared_error","validation"
70,0.00041057841735892,"mean_squared_error","validation"
71,0.00041057838825509,"mean_squared_error","validation"
72,0.000410578359151259,"mean_squared_error","validation"
73,0.000410578300943598,"mean_squared_error","validation"
74,0.000410578300943598,"mean_squared_error","validation"
75,0.00041057844646275,"mean_squared_error","validation"
76,0.00041057838825509,"mean_squared_error","validation"
77,0.00041057841735892,"mean_squared_error","validation"
78,0.00041057838825509,"mean_squared_error","validation"
79,0.000410578359151259,"mean_squared_error","validation"
80,0.00041057838825509,"mean_squared_error","validation"
81,0.00041057844646275,"mean_squared_error","validation"
82,0.000410578504670411,"mean_squared_error","validation"
83,0.00041057844646275,"mean_squared_error","validation"
84,0.000410578475566581,"mean_squared_error","validation"
85,0.00041057844646275,"mean_squared_error","validation"
86,0.000410578475566581,"mean_squared_error","validation"
87,0.000410578475566581,"mean_squared_error","validation"
88,0.000410578475566581,"mean_squared_error","validation"
89,0.000410578475566581,"mean_squared_error","validation"
90,0.000410578475566581,"mean_squared_error","validation"
91,0.000410578475566581,"mean_squared_error","validation"
92,NA,"mean_squared_error","validation"
93,NA,"mean_squared_error","validation"
94,NA,"mean_squared_error","validation"
95,NA,"mean_squared_error","validation"
96,NA,"mean_squared_error","validation"
97,NA,"mean_squared_error","validation"
98,NA,"mean_squared_error","validation"
99,NA,"mean_squared_error","validation"
100,NA,"mean_squared_error","validation"
1,0.00100000004749745,"lr","training"
2,0.00100000004749745,"lr","training"
3,0.00100000004749745,"lr","training"
4,0.00100000004749745,"lr","training"
5,0.00100000004749745,"lr","training"
6,0.00100000004749745,"lr","training"
7,0.00100000004749745,"lr","training"
8,0.00100000004749745,"lr","training"
9,0.00100000004749745,"lr","training"
10,0.00100000004749745,"lr","training"
11,0.00100000004749745,"lr","training"
12,0.00100000004749745,"lr","training"
13,0.00100000004749745,"lr","training"
14,0.00100000004749745,"lr","training"
15,0.00100000004749745,"lr","training"
16,0.00100000004749745,"lr","training"
17,0.000100000004749745,"lr","training"
18,0.000100000004749745,"lr","training"
19,0.000100000004749745,"lr","training"
20,0.000100000004749745,"lr","training"
21,0.000100000004749745,"lr","training"
22,0.000100000004749745,"lr","training"
23,0.000100000004749745,"lr","training"
24,0.000100000004749745,"lr","training"
25,0.000100000004749745,"lr","training"
26,0.000100000004749745,"lr","training"
27,1.00000006568735e-05,"lr","training"
28,1.00000006568735e-05,"lr","training"
29,1.00000006568735e-05,"lr","training"
30,1.00000006568735e-05,"lr","training"
31,1.00000006568735e-05,"lr","training"
32,1.00000006568735e-05,"lr","training"
33,1.00000006568735e-05,"lr","training"
34,1.00000006568735e-05,"lr","training"
35,1.00000006568735e-05,"lr","training"
36,1.00000006568735e-05,"lr","training"
37,1.00000011116208e-06,"lr","training"
38,1.00000011116208e-06,"lr","training"
39,1.00000011116208e-06,"lr","training"
40,1.00000011116208e-06,"lr","training"
41,1.00000011116208e-06,"lr","training"
42,1.00000011116208e-06,"lr","training"
43,1.00000011116208e-06,"lr","training"
44,1.00000011116208e-06,"lr","training"
45,1.00000011116208e-06,"lr","training"
46,1.00000011116208e-06,"lr","training"
47,1.00000008274037e-07,"lr","training"
48,1.00000008274037e-07,"lr","training"
49,1.00000008274037e-07,"lr","training"
50,1.00000008274037e-07,"lr","training"
51,1.00000008274037e-07,"lr","training"
52,1.00000008274037e-07,"lr","training"
53,1.00000008274037e-07,"lr","training"
54,1.00000008274037e-07,"lr","training"
55,1.00000008274037e-07,"lr","training"
56,1.00000008274037e-07,"lr","training"
57,1.00000008274037e-08,"lr","training"
58,1.00000008274037e-08,"lr","training"
59,1.00000008274037e-08,"lr","training"
60,1.00000008274037e-08,"lr","training"
61,1.00000008274037e-08,"lr","training"
62,1.00000008274037e-08,"lr","training"
63,1.00000008274037e-08,"lr","training"
64,1.00000008274037e-08,"lr","training"
65,1.00000008274037e-08,"lr","training"
66,1.00000008274037e-08,"lr","training"
67,1.00000008274037e-09,"lr","training"
68,1.00000008274037e-09,"lr","training"
69,1.00000008274037e-09,"lr","training"
70,1.00000008274037e-09,"lr","training"
71,1.00000008274037e-09,"lr","training"
72,1.00000008274037e-09,"lr","training"
73,1.00000008274037e-09,"lr","training"
74,1.00000008274037e-09,"lr","training"
75,1.00000008274037e-09,"lr","training"
76,1.00000008274037e-09,"lr","training"
77,1.00000008274037e-10,"lr","training"
78,1.00000008274037e-10,"lr","training"
79,1.00000008274037e-10,"lr","training"
80,1.00000008274037e-10,"lr","training"
81,1.00000008274037e-10,"lr","training"
82,1.00000008274037e-10,"lr","training"
83,1.00000008274037e-10,"lr","training"
84,1.00000008274037e-10,"lr","training"
85,1.00000008274037e-10,"lr","training"
86,1.00000008274037e-10,"lr","training"
87,1.00000008274037e-11,"lr","training"
88,1.00000008274037e-11,"lr","training"
89,1.00000008274037e-11,"lr","training"
90,1.00000008274037e-11,"lr","training"
91,1.00000008274037e-11,"lr","training"
92,NA,"lr","training"
93,NA,"lr","training"
94,NA,"lr","training"
95,NA,"lr","training"
96,NA,"lr","training"
97,NA,"lr","training"
98,NA,"lr","training"
99,NA,"lr","training"
100,NA,"lr","training"
1,0.00760904606431723,"loss","training"
2,0.000779591675382107,"loss","training"
3,0.000602431711740792,"loss","training"
4,0.000509656267240644,"loss","training"
5,0.000456606270745397,"loss","training"
6,0.000438251940067858,"loss","training"
7,0.000430336454883218,"loss","training"
8,0.000420402619056404,"loss","training"
9,0.000417653121985495,"loss","training"
10,0.000411921355407685,"loss","training"
11,0.000410260370699689,"loss","training"
12,0.000400726159568876,"loss","training"
13,0.000398565898649395,"loss","training"
14,0.000396139395888895,"loss","training"
15,0.000391889858292416,"loss","training"
16,0.000391012086765841,"loss","training"
17,0.000389544991776347,"loss","training"
18,0.000389717490179464,"loss","training"
19,0.000372848066035658,"loss","training"
20,0.000372128619346768,"loss","training"
21,0.0003718197112903,"loss","training"
22,0.000372014794265851,"loss","training"
23,0.000371810194337741,"loss","training"
24,0.000371348985936493,"loss","training"
25,0.000371038651792333,"loss","training"
26,0.000371146219549701,"loss","training"
27,0.000370981317246333,"loss","training"
28,0.000370579131413251,"loss","training"
29,0.000368493114365265,"loss","training"
30,0.000368467095540836,"loss","training"
31,0.000368451204849407,"loss","training"
32,0.000368402019375935,"loss","training"
33,0.000368436682038009,"loss","training"
34,0.000368335691746324,"loss","training"
35,0.000368369335774332,"loss","training"
36,0.00036831249599345,"loss","training"
37,0.000368313863873482,"loss","training"
38,0.000368378474377096,"loss","training"
39,0.000368029490346089,"loss","training"
40,0.000368025328498334,"loss","training"
41,0.000368009001249447,"loss","training"
42,0.000368006352800876,"loss","training"
43,0.000368004286428913,"loss","training"
44,0.000367998523870483,"loss","training"
45,0.000368001899914816,"loss","training"
46,0.000367996515706182,"loss","training"
47,0.000367985951015726,"loss","training"
48,0.000367989530786872,"loss","training"
49,0.000367954286048189,"loss","training"
50,0.000367953936802223,"loss","training"
51,0.000367953209206462,"loss","training"
52,0.000367951521184295,"loss","training"
53,0.000367952801752836,"loss","training"
54,0.000367951608495787,"loss","training"
55,0.000367951986845583,"loss","training"
56,0.000367951550288126,"loss","training"
57,0.000367950648069382,"loss","training"
58,0.000367950822692364,"loss","training"
59,0.000367946398910135,"loss","training"
60,0.000367946369806305,"loss","training"
61,0.000367946195183322,"loss","training"
62,0.000367946195183322,"loss","training"
63,0.000367946195183322,"loss","training"
64,0.000367946224287152,"loss","training"
65,0.000367946195183322,"loss","training"
66,0.000367946136975661,"loss","training"
67,0.000367946486221626,"loss","training"
68,0.000367945845937356,"loss","training"
69,0.000367946020560339,"loss","training"
70,0.000367945845937356,"loss","training"
71,0.000367945787729695,"loss","training"
72,0.00036794610787183,"loss","training"
73,0.00036794604966417,"loss","training"
74,0.000367946369806305,"loss","training"
75,0.000367945904145017,"loss","training"
76,0.000367945787729695,"loss","training"
77,0.000367945991456509,"loss","training"
78,0.000367946020560339,"loss","training"
79,0.00036794610787183,"loss","training"
80,0.000367945845937356,"loss","training"
81,0.000367946515325457,"loss","training"
82,0.000367945991456509,"loss","training"
83,0.000367945904145017,"loss","training"
84,0.000367945700418204,"loss","training"
85,0.00036794604966417,"loss","training"
86,0.000367946020560339,"loss","training"
87,0.000367945758625865,"loss","training"
88,0.000367946020560339,"loss","training"
89,0.00036794604966417,"loss","training"
90,0.000367945816833526,"loss","training"
91,0.000367946078768,"loss","training"
92,0.000367945962352678,"loss","training"
93,0.000367946136975661,"loss","training"
94,0.000367946078768,"loss","training"
95,0.000367945816833526,"loss","training"
96,0.000367945962352678,"loss","training"
97,0.000367945962352678,"loss","training"
98,0.000367945729522035,"loss","training"
99,0.000367945671314374,"loss","training"
100,0.000367945962352678,"loss","training"
1,0.00760904606431723,"mean_squared_error","training"
2,0.000779591675382107,"mean_squared_error","training"
3,0.000602431711740792,"mean_squared_error","training"
4,0.000509656267240644,"mean_squared_error","training"
5,0.000456606270745397,"mean_squared_error","training"
6,0.000438251940067858,"mean_squared_error","training"
7,0.000430336454883218,"mean_squared_error","training"
8,0.000420402619056404,"mean_squared_error","training"
9,0.000417653121985495,"mean_squared_error","training"
10,0.000411921355407685,"mean_squared_error","training"
11,0.000410260370699689,"mean_squared_error","training"
12,0.000400726159568876,"mean_squared_error","training"
13,0.000398565898649395,"mean_squared_error","training"
14,0.000396139395888895,"mean_squared_error","training"
15,0.000391889858292416,"mean_squared_error","training"
16,0.000391012086765841,"mean_squared_error","training"
17,0.000389544991776347,"mean_squared_error","training"
18,0.000389717490179464,"mean_squared_error","training"
19,0.000372848066035658,"mean_squared_error","training"
20,0.000372128619346768,"mean_squared_error","training"
21,0.0003718197112903,"mean_squared_error","training"
22,0.000372014794265851,"mean_squared_error","training"
23,0.00037181013613008,"mean_squared_error","training"
24,0.000371348985936493,"mean_squared_error","training"
25,0.000371038651792333,"mean_squared_error","training"
26,0.000371146219549701,"mean_squared_error","training"
27,0.000370981317246333,"mean_squared_error","training"
28,0.000370579131413251,"mean_squared_error","training"
29,0.000368493114365265,"mean_squared_error","training"
30,0.000368467095540836,"mean_squared_error","training"
31,0.000368451204849407,"mean_squared_error","training"
32,0.000368402019375935,"mean_squared_error","training"
33,0.000368436682038009,"mean_squared_error","training"
34,0.000368335691746324,"mean_squared_error","training"
35,0.000368369335774332,"mean_squared_error","training"
36,0.00036831249599345,"mean_squared_error","training"
37,0.000368313892977312,"mean_squared_error","training"
38,0.000368378474377096,"mean_squared_error","training"
39,0.000368029490346089,"mean_squared_error","training"
40,0.000368025328498334,"mean_squared_error","training"
41,0.000368009001249447,"mean_squared_error","training"
42,0.000368006352800876,"mean_squared_error","training"
43,0.000368004286428913,"mean_squared_error","training"
44,0.000367998523870483,"mean_squared_error","training"
45,0.000368001899914816,"mean_squared_error","training"
46,0.000367996515706182,"mean_squared_error","training"
47,0.000367985951015726,"mean_squared_error","training"
48,0.000367989530786872,"mean_squared_error","training"
49,0.000367954286048189,"mean_squared_error","training"
50,0.000367953936802223,"mean_squared_error","training"
51,0.000367953180102631,"mean_squared_error","training"
52,0.000367951521184295,"mean_squared_error","training"
53,0.000367952801752836,"mean_squared_error","training"
54,0.000367951608495787,"mean_squared_error","training"
55,0.000367951986845583,"mean_squared_error","training"
56,0.000367951550288126,"mean_squared_error","training"
57,0.000367950648069382,"mean_squared_error","training"
58,0.000367950822692364,"mean_squared_error","training"
59,0.000367946398910135,"mean_squared_error","training"
60,0.000367946369806305,"mean_squared_error","training"
61,0.000367946195183322,"mean_squared_error","training"
62,0.000367946195183322,"mean_squared_error","training"
63,0.000367946195183322,"mean_squared_error","training"
64,0.000367946224287152,"mean_squared_error","training"
65,0.000367946195183322,"mean_squared_error","training"
66,0.000367946136975661,"mean_squared_error","training"
67,0.000367946486221626,"mean_squared_error","training"
68,0.000367945845937356,"mean_squared_error","training"
69,0.000367946020560339,"mean_squared_error","training"
70,0.000367945845937356,"mean_squared_error","training"
71,0.000367945787729695,"mean_squared_error","training"
72,0.00036794610787183,"mean_squared_error","training"
73,0.00036794604966417,"mean_squared_error","training"
74,0.000367946369806305,"mean_squared_error","training"
75,0.000367945904145017,"mean_squared_error","training"
76,0.000367945787729695,"mean_squared_error","training"
77,0.000367945991456509,"mean_squared_error","training"
78,0.000367946020560339,"mean_squared_error","training"
79,0.00036794610787183,"mean_squared_error","training"
80,0.000367945845937356,"mean_squared_error","training"
81,0.000367946515325457,"mean_squared_error","training"
82,0.000367945991456509,"mean_squared_error","training"
83,0.000367945904145017,"mean_squared_error","training"
84,0.000367945700418204,"mean_squared_error","training"
85,0.00036794604966417,"mean_squared_error","training"
86,0.00036794604966417,"mean_squared_error","training"
87,0.000367945758625865,"mean_squared_error","training"
88,0.000367946020560339,"mean_squared_error","training"
89,0.00036794604966417,"mean_squared_error","training"
90,0.000367945816833526,"mean_squared_error","training"
91,0.000367946078768,"mean_squared_error","training"
92,0.000367945962352678,"mean_squared_error","training"
